Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.059792312703393, 0.832610040726176, 20.3
0.556573421648852, 0.974048818558612, 20.4333333333333
0.658107407357907, 0.974048818558612, 21.0
0.687254459861528, 0.975243998442141, 21.2666666666667
0.748827619308309, 0.975243998371005, 22.3333333333333
0.739213188824103, 0.97166252330341, 23.0
0.627516109392725, 0.96573904733193, 23.5666666666667
0.652456350118483, 0.942335133447937, 22.8
0.69294877739094, 0.942334763989003, 23.2
0.788879734581791, 0.957807092844826, 23.7




Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.157749714531304, 0.967872802510584, 20.3
0.487547294152755, 0.96794891725966, 20.3666666666667
0.560916458989387, 0.984568112635047, 20.2666666666667
0.637390191877894, 0.984579268729625, 20.9666666666667
0.684280208035587, 0.984579268729625, 20.9
0.675310761452359, 0.984343902090102, 21.0333333333333
0.681797711994086, 0.984343902090102, 20.9666666666667
0.623850766766297, 0.982249784311686, 20.9333333333333
0.609407749731423, 0.991901677593431, 20.3
0.604140967046037, 0.991901677304515, 19.7666666666667




Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.0939154556416961, 0.879405984203737, 19.6
0.441377192656952, 0.914787659240683, 21.2666666666667
0.543043741988477, 0.900468144754983, 22.3
0.722115509367273, 0.967291270350576, 23.4666666666667
0.728081477588592, 0.967286642591965, 22.8333333333333
0.703005422720783, 0.894158240738784, 23.0
0.809200894123562, 0.945747034924845, 23.6
0.77491793872156, 0.945747034924845, 23.1666666666667
0.744117185307561, 0.943927891854804, 23.6333333333333
0.816230392239216, 0.970043273231467, 22.7333333333333




Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.155717577762301, 0.780353413282076, 19.7666666666667
0.529267191985977, 0.960763887705318, 20.5333333333333
0.693231541504765, 0.960763919490413, 21.0333333333333
0.692141082265716, 0.960837519008578, 21.4333333333333
0.681839472628039, 0.960837518991031, 21.3333333333333
0.621633203723336, 0.96076399136, 20.6
0.657798891915903, 0.978882309902579, 20.0333333333333
0.699016910314818, 0.978957154843179, 20.0
0.62803138968366, 0.998225761348656, 19.6333333333333
0.682167639282227, 0.980080449452683, 20.6666666666667




Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.0736868648682538, 0.987027499101656, 19.9333333333333
0.536663338294053, 0.987027499101656, 24.1333333333333
0.667580947229492, 0.996766239737628, 23.9333333333333
0.803367113145331, 0.987102315184404, 24.1
0.815882287573783, 0.987029873269473, 23.3666666666667
0.75421316499076, 0.985786415212615, 22.9333333333333
0.748664726190261, 0.98578641463799, 22.6
0.719362906532859, 0.981093326979755, 22.2333333333333
0.73563289125947, 0.968010953862944, 21.8333333333333
0.763383489602207, 0.968010954852203, 22.0




Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.0631707648642794, 0.956438587005376, 18.8
0.430251269452504, 0.973863929402042, 21.9
0.663695280305259, 0.973864074903919, 24.0666666666667
0.801146904299991, 0.97386392486399, 24.4333333333333
0.791701833557677, 0.994597907063831, 24.6333333333333
0.831519139866614, 0.975371267447763, 24.3666666666667
0.831203679646323, 0.975653147444323, 24.5
0.701817113477308, 0.975653147453218, 24.7
0.780406419755062, 0.975653147453218, 24.6
0.84614706561592, 0.975058681380099, 24.6




Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.102146466111755, 0.714687213424757, 20.5666666666667
0.409227361333885, 0.982311245714726, 20.9333333333333
0.517927277908427, 0.992635731990695, 21.3
0.501331090172226, 0.898515842061126, 21.3
0.458152754905177, 0.722421738391025, 20.7
0.522841101409584, 0.837786077793286, 20.8
0.524872849072044, 0.992608879546019, 21.1666666666667
0.582090560971135, 0.997469878778244, 21.6
0.659309043418146, 0.996233615673132, 21.6
0.644298520393053, 0.996233615673132, 22.1




Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.149365138827237, 0.826816492540029, 19.8333333333333
0.510145479411609, 0.883972185540334, 21.2
0.69748973309082, 0.833738368414453, 22.0666666666667
0.749316285795386, 0.834304669088763, 22.7
0.711329477293036, 0.922177117209653, 22.9666666666667
0.806293280265993, 0.930728649868584, 23.1666666666667
0.750199173304558, 0.930728649868584, 22.9666666666667
0.700615997221844, 0.959165223490445, 23.0
0.677190734195887, 0.922013339225096, 22.7
0.660783521162575, 0.922056656903998, 22.2666666666667




Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.110851137479041, 0.791465176377592, 20.8333333333333
0.391116647878257, 0.803562742859579, 21.0666666666667
0.566051405299779, 0.807432410571413, 20.3333333333333
0.573498455686054, 0.989837757123192, 20.8
0.60204561794733, 0.927000681124589, 21.0333333333333
0.602756708798851, 0.946856355893689, 21.0
0.700087190203368, 0.892197879820419, 22.2666666666667
0.703811438264145, 0.945405791539699, 21.6
0.771624984510027, 0.945442059573165, 21.6
0.701569287407667, 0.945732248923, 21.9333333333333




Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.196401937805339, 0.917319078658851, 20.6666666666667
0.553443870783066, 0.99542619988543, 23.0
0.688041500852517, 0.920728430207688, 23.7
0.708045988773651, 0.920869683446033, 23.6333333333333
0.656012713429705, 0.920781120688528, 23.1666666666667
0.755363172115837, 0.921011774530698, 23.2666666666667
0.670387757019002, 0.996186694707469, 22.9333333333333
0.74160007997548, 0.998603346605739, 22.1333333333333
0.810306475586742, 0.999823184062261, 23.1333333333333
