Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.0677534075972438, 0.862419839407812, 10.2333333333333
0.482463668749379, 0.862419839407812, 11.1
0.712100973563952, 0.862419839407812, 11.6333333333333
0.828349014764659, 0.862419839407812, 11.9333333333333
0.862419839407812, 0.862419839407812, 12.0
0.862419839407812, 0.862419839407812, 12.0
0.862419839407812, 0.862419839407812, 12.0
0.862419839407812, 0.862419839407812, 12.0
0.862419839407812, 0.862419839407812, 12.0
0.862419839407812, 0.862419839407812, 12.0




