Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.0869836036003198, 0.363004680800104, 10.1
0.19133814317214, 0.363004680800104, 9.5
0.277335025291664, 0.363004680800104, 10.0
0.372597364973386, 0.671946972538575, 11.0
0.400558159898452, 0.671946972538575, 10.4
0.477259290726112, 0.699778338406774, 10.6
0.512742077497585, 0.67880640701325, 10.3
0.54447322639236, 0.67880640701325, 10.6
0.495516533485718, 0.679021776117927, 10.4
0.602199690531249, 0.706823028173665, 10.8


Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.12784082548192, 0.502663873571614, 10.3
0.341654705632301, 0.502766585271994, 12.1
0.427214899612894, 0.502766585271994, 12.7
0.413271930207497, 0.524097801982524, 12.0
0.405674322030954, 0.610872080221242, 11.7
0.471272464135767, 0.610872080221242, 11.1
0.485954289018122, 0.611778452982502, 11.4
0.47291394149871, 0.611778452982502, 11.3
0.507693612947394, 0.997865821928127, 12.1
0.538297986352025, 0.997561274213531, 11.9


Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.0245626556557158, 0.234710968608217, 10.3
0.124593257837342, 0.290508047820096, 10.5
0.204649109919013, 0.346161674113494, 11.3
0.25046950716193, 0.346161674113494, 11.6
0.295478225798021, 0.346161674113494, 11.8
0.307008927141689, 0.67773720314314, 12.1
0.297748557964611, 0.487009904793749, 11.6
0.2226905644036, 0.487009904793749, 11.4
0.284297554007479, 0.485708830999863, 11.5
0.285326676467518, 0.453643012421915, 11.4


Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.0455226848218588, 0.307627286068237, 9.9
0.182727932057956, 0.538082889607065, 8.7
0.329544904695451, 0.658683420075087, 9.9
0.44630695481122, 0.540884771355568, 10.9
0.432062376514962, 0.538093808995421, 10.7
0.424747525793789, 0.584518828663794, 11.3
0.493551689595313, 0.584518828663794, 11.9
0.504996312638509, 0.879753425362293, 12.1
0.577348520356145, 0.879753425362293, 12.5
0.505577606040735, 0.87866626578142, 12.7


Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.0061527958470369, 0.0568904401411072, 8.5
0.0360050125378299, 0.0876966904403017, 8.8
0.0567616130083574, 0.126566859530231, 8.0
0.0812771741405274, 0.189187744980891, 8.0
0.130933610434954, 0.227150903738168, 8.8
0.162383541416002, 0.227150903738168, 9.5
0.155103252132336, 0.226706606297111, 9.5
0.162042567122719, 0.195712103303523, 9.7
0.217086115445261, 0.741955468279825, 10.5
0.390466527239987, 0.836532350274609, 10.7


Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.0388781407612653, 0.355467521649773, 9.3
0.196993265744011, 0.692344670299525, 8.9
0.365784308350119, 0.692344670299525, 10.4
0.406165285708056, 0.692344670299525, 10.9
0.482537611256765, 0.692399472205155, 11.0
0.547065597902531, 0.694155195838246, 11.5
0.644420920622, 0.952586871202018, 11.8
0.666514934854189, 0.952586871202018, 11.8
0.707533670970044, 0.952623387076199, 12.4
0.480209411244007, 0.952623387076199, 12.1


Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.0670034429692824, 0.298782121335252, 10.3
0.210604936044351, 0.298782121335252, 10.7
0.211160142825129, 0.312109214678264, 10.6
0.136508147030141, 0.297594595857445, 10.0
0.249502411425264, 0.354453783498341, 9.6
0.211904937326924, 0.354453783498341, 9.8
0.26129021176791, 0.35541489337666, 10.3
0.303650366162966, 0.355242021278762, 10.1
0.242747752688004, 0.372940196484773, 9.6
0.290484644298971, 0.372940196484773, 9.5


Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.0621271776230614, 0.418674414780605, 9.5
0.298444133329657, 0.46749691831976, 10.7
0.311488965735173, 0.46749691831976, 11.0
0.364764233753812, 0.46749691831976, 11.3
0.415970679193592, 0.457888746403315, 11.9
0.416459191069256, 0.487739075793625, 11.5
0.454321025372704, 0.809735959671497, 12.0
0.373140021939888, 0.585425275503208, 11.9
0.467624786996621, 0.885429613885129, 11.9
0.490770717950606, 0.958004945096165, 11.7


Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.138621363034032, 0.367093868648817, 11.1
0.287023873273059, 0.367093868648817, 10.7
0.374006135227273, 0.715933908622429, 11.7
0.314548685579225, 0.371541223439402, 11.1
0.283689316929444, 0.371541223439402, 11.3
0.319852373113015, 0.371541223439402, 11.5
0.354602347267823, 0.37356086180099, 12.0
0.347504170467522, 0.673796320477292, 11.2
0.412364696299149, 0.680780678064191, 11.7
0.421746232447098, 0.676924548168434, 11.8


Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.169950648125704, 0.843207682778832, 10.4
0.413595400430437, 0.843207682778832, 12.6
0.455048083665952, 0.843207682778832, 13.1
0.483950693083654, 0.778545205139832, 12.8
0.596976867474107, 0.778545205139832, 12.5
0.624191758398861, 0.778545205139832, 12.2
0.59578772584871, 0.78694477663248, 11.8
0.497305782674765, 0.78694477663248, 10.6
0.584081432659639, 0.787498406951055, 11.8
0.716167137194965, 0.787498406951055, 12.3


