Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.127167138660978, 0.783171001759289, 9.73333333333333
0.609409313553513, 0.909358089984919, 11.0666666666667
0.630677960463663, 0.909358089984919, 10.6666666666667
0.678554092354284, 0.909804699186658, 10.8333333333333
0.665465989152474, 0.918813787377956, 11.1
0.668299436457801, 0.983679766014596, 11.5666666666667
0.710350087225295, 0.983689162605465, 11.7
0.701999936860539, 0.984704470047587, 11.4666666666667
0.732836953348644, 0.984742092132836, 11.7666666666667
0.722788759301372, 0.984742092132836, 11.5666666666667




Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.0979121581556737, 0.763452517382429, 9.5
0.489866580907022, 0.826990233070158, 11.5
0.594985880438242, 0.827006309300637, 12.0
0.610072932120001, 0.827006309300637, 11.9
0.611696871769048, 0.859935564847606, 11.8333333333333
0.684614324285596, 0.897252865738453, 11.7
0.672652841654473, 0.889746994177392, 12.0
0.683246641667191, 0.967821859097681, 11.6666666666667
0.613948211988801, 0.967831119243824, 11.8333333333333
0.67983200112292, 0.968423934485171, 11.3




Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.0848078673317795, 0.607983459328342, 10.1
0.444849447920973, 0.710523493651838, 11.2333333333333
0.54148155225202, 0.715588058942053, 11.3666666666667
0.558873146374956, 0.722789997960461, 11.2333333333333
0.57668455908306, 0.723188845441017, 11.3666666666667
0.552818338142986, 0.84830933775873, 11.1333333333333
0.527384037502272, 0.946134297564631, 11.0
0.532187990263358, 0.997599338102528, 11.6333333333333
0.66521662779035, 0.990712114251228, 12.2666666666667
0.550042623291725, 0.853083253653742, 12.3666666666667




Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.036151923836799, 0.442036091278693, 9.23333333333333
0.201538201651885, 0.442036091278693, 10.1666666666667
0.272158249676081, 0.76183090079302, 10.1
0.354963941219927, 0.771441168811248, 10.8666666666667
0.385434801767377, 0.771441168811248, 11.3333333333333
0.460945295118752, 0.858978591897445, 11.0
0.579277602901961, 0.895532971963378, 11.4
0.558045012315385, 0.895532971963378, 11.3
0.538107396673341, 0.904414832585135, 11.3666666666667
0.589837600563425, 0.90462394866075, 11.4




Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.0760519251217265, 0.716668455462047, 9.83333333333333
0.399200627727273, 0.793348211589752, 11.6
0.586253595133163, 0.825624781025439, 11.9666666666667
0.634056623038493, 0.825624781025439, 12.0
0.656280389247329, 0.992965179701985, 12.6333333333333
0.612224913067513, 0.992965179701985, 12.6
0.642860625417972, 0.993353778122867, 12.8333333333333
0.706814817074732, 0.993372737644068, 12.4333333333333
0.688016229338942, 0.993353778122867, 12.5
0.691442407644294, 0.993353778122867, 12.3666666666667




Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.117129567692861, 0.915725518511323, 10.7333333333333
0.461902104338353, 0.919406038076484, 11.7333333333333
0.62993581744425, 0.972815352334185, 11.9333333333333
0.688466301535958, 0.928589817964653, 12.2333333333333
0.678793392213823, 0.975264837368598, 11.8666666666667
0.74163818206479, 0.975414034431818, 11.6333333333333
0.705559509991464, 0.975414034431818, 11.8666666666667
0.762144278935905, 0.97187614801751, 12.0
0.835979800804051, 0.991118839831657, 11.9333333333333
0.757425039104676, 0.99299360909283, 12.1333333333333




Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.104821511633868, 0.963967320409755, 10.0333333333333
0.505834108398182, 0.984488168160541, 12.1666666666667
0.727987701829733, 0.994140872001936, 13.3666666666667
0.811139589639302, 0.99415984504308, 13.9666666666667
0.808819539545322, 0.990258272437122, 13.9
0.906704096244661, 0.990267725566103, 14.2666666666667
0.813793032034318, 0.99997139013885, 14.0666666666667
0.773946300824183, 0.99981881665391, 13.7
0.867499266950669, 0.991336452406151, 14.0
0.846360278079143, 0.985428922468312, 13.7333333333333




Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.0885403203966862, 0.972127142485077, 10.1
0.460409027816423, 0.974528477886407, 11.6666666666667
0.731277839138288, 0.97216433181185, 11.5666666666667
0.759172540264625, 0.974165143166572, 11.0666666666667
0.694525705930998, 0.974165143166572, 10.9666666666667
0.729067256634859, 0.962141950029473, 10.8
0.731780438288588, 0.971532287362652, 10.7333333333333
0.813769918261836, 0.97156945620794, 11.1
0.763379028608505, 0.972526994856186, 11.4333333333333
0.817260343407404, 0.97965607153161, 11.8333333333333




Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.0714513874800702, 0.463123345230604, 9.76666666666667
0.248630121379683, 0.962879098542382, 9.03333333333333
0.367309611244603, 0.963109561669633, 9.03333333333333
0.538722032236125, 0.977495607919562, 9.46666666666667
0.680159427028412, 0.991497324120011, 10.1
0.835609942081111, 0.992709348146744, 9.86666666666667
0.852257684047316, 0.992709348146744, 10.0666666666667
0.801020051359223, 0.978159189623111, 10.2666666666667
0.836972531039223, 0.977579701480255, 10.0333333333333
0.837440706201773, 0.977570357429765, 10.1




Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.0805608948023089, 0.965860507527775, 10.3666666666667
0.443510947320048, 0.966156331171833, 12.4666666666667
0.663486447043287, 0.970603482050548, 13.0333333333333
0.717171056364627, 0.999666264120691, 13.3666666666667
0.763925640923487, 0.980452128295625, 13.1
0.781548782517351, 0.984958444229354, 12.6
0.730102445673872, 0.999809281506791, 12.8333333333333
