Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.0830525237836143, 0.612630810462811, 10.3666666666667
0.0200440636587405, 0.426045917218904, 8.86666666666667
0.16022937192003, 0.616569140200472, 10.6666666666667
0.0258988521919227, 0.426431046647089, 7.53333333333333
0.102105139070587, 0.612630810462811, 9.33333333333333
0.0342709784283297, 0.426431046647089, 9.2
0.185925909521878, 0.642318686191123, 9.6
0.0150045558662224, 0.447875130586993, 8.63333333333333
0.28620919146437, 0.61341666029832, 9.96666666666667
6.09702163578669e-14, 6.24948404193639e-14, 8.03333333333333


