Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.134828917020065, 0.856221227875717, 10.1333333333333
0.522288009836127, 0.93118032151433, 12.0
0.682015974758689, 0.931368162004134, 13.3666666666667
0.693719241618094, 0.976963166540103, 13.3666666666667
0.733683367871117, 0.978205936006444, 13.5
0.710059265262871, 0.976813756235694, 13.3666666666667
0.750861717835023, 0.996277384205848, 13.6333333333333
0.698147820153086, 0.99624887021587, 13.6666666666667
0.723580755175255, 0.996315404001705, 13.8
0.741434972791267, 0.996315404001705, 14.3




