Avg Gen Fitness, Highest Gen Fitness, Avg # of Correct Bits
0.101558830775953, 0.59798484675508, 9.4
0.376918073400546, 0.735659029720361, 10.8666666666667
0.43677983282202, 0.977551669569932, 10.8666666666667
0.46370597644878, 0.977570357429765, 11.4333333333333
0.566968425301013, 0.977551669569932, 11.9666666666667
0.615414430830254, 0.977551669569932, 12.1333333333333
0.700600923289521, 0.980545820296924, 11.8666666666667
0.721774222499214, 0.968025600733965, 11.8333333333333
0.770969467189829, 0.968025600733965, 11.7666666666667
0.839347906080088, 0.968025600733965, 12.4666666666667




